,tweet,target
15056,himeshss mattarhegd harishk yashpalbjp bjpudupi bjputtarkannad amitshah dheerajgbc gogoiranju harvanshbatra victoryfornamo seediseedibaat sagenaradamuni kotasbjp narendramodi prayag noconvers lillymarypinto irkjain modi sukanyaiy shitijsrivastav meenakshisharan prema amitshahoffic meenu ramsabjym bakoriyakirti sanghavideepa poojasingh amitshahfanclub amitshahclub amitshaharmi amitshahera ibhagwan babbl onlinerajan paraskghelani samar patelontop ajaypandey debashishhit msunilbishnoi ankitasood nsitharaman nazlinshaikh hindustans mahiherambha nitingadkari crore indian r open support modi ji pm nd term one predict kid wil take life risk fight terrorist amp antin today india identifi sister jhanvibeh strong support modiforpm modifor,0
15057,thank modi bhai today indian know possibl becom fastest grow economi give befit repli terror elimin poverti record pace make india swachh remov corrupt punish corrupt ensur inclus extens develop,0
15059,year see bjp cm visit delhi request namo releas fund cms bjp made beg fund namo play danger polit game like indirag anf destroy feder structur india,0
15061,uncontrol violenc kashmir modi blame pakistan via kafila,0
15063,retweet want namo again phirekbaarmodisarkar loksabhaelect,1
15065,corrupt end youth get job smart citi built ach din come black money wasnt brought back year bjp gone rd may,1
15066,they overlook one factor china knew wick aim missionari s first achiev self suffici defenc n certain econom stabil same roadmap chosen modi defenc equip come christian countri n enemi muslim ummah,1
15067,time whenev terrorist attack india countri leadership look frail pakistan given befit repli becom possibl nation leadership shri modi ji,0
15068,missziddi payalrohatgi hmmmm bjp join kar liya lgta esn,1
15069,elect commiss slap bjps shameless use militari amp photo defens personnel abhinandan elect propaganda bar use,0
15071,welcom deshkamahatyohar loksabhaelect bjp,1
15073,major kashmir neither believ eci modi ji section polit activ group strive hard make kashmiri believ institut eci today pmoindia amp indiaeci succeed make mainstream feel untrustedhumili amp unwant democrazi,1
15074,vote bjp bjp bjp bjp bjp save meraboothsabsemazbooth phirekbaarmodisarkar phirekbaarbhajpasarkaar,1
15076,phirekbaarmodisarkar modi option,1
15077,mini ndtv man make big money criticis modi,1
15078,multipl bjp ad poster featur arm forc ec slam all parti take much notic all parti use wing command abhinandan face poster banner electioncommiss,0
15081,modi leader he phenomeon he taught us capil super lazi mental realis potenti push boundari foriegn polici econom polici infrastructur firsemodiji,1
15082,tachilr chokidarchrhai ranjiton jeffryjonthoma priyapyadav bk krishpachegonkr scimitarss ganesan tamil sunilddesai sunilkandalkar sociopoliticalw avijitsinha aayeff rsvas puneetvizh twilightfairi ichbinujjaini kukk sanjayuvacha saqibmugloo tarunktrivedi kirtisd dickdarryl scrapravi instigatein nikhilpb navasmytheen preetismenon terencefd tapan advocateco amitbeher tewarialok satishpan vidyut empoweringgoa joerav koyal kpadmarani screwedbyst kurup geetv bhavikakapoor priyankac sadhavi nehasame inctharoorian incindia we womenof india show place,1
15083,modi daddi india daddi aiadmk minist k rajendra balaji allianc bjp,1
15084,nationalapprovalr uttarakhand bjpled nda project top order leav upa zero,1
15088,rahulkanw indiatoday axismyindia modi pmoindia isney apnaa kaam bahut tezi sey shuru kar diya pahley evm pey sabko warn kiyaa phir jhootey survey wont think rahulk forget god manag affair studio aroonpuri wait watch natur respond,1
15089,avasthiad zeenewshindi bjp,1
15091,javeria prime minist modi constitu bestpm india,1
15094,brave arm forc amp soldier like wing command abhinandan use bjp s brand ambassador lok sabha poll soldier want becom parti polit discours shri modi use prop pamphlet seek polit mileag shame,1
15096,modi support want boycott surfexcel ad promot harmoni amp fratern watch ad shekharchah follow pm modi burnt plastic empti pack surf ummshar feel,1
15097,bjpled govern centr fulfil promis felt percent survey maywithtimesnow,1
15100,sinc elxn code conduct place godi media allow chaploosi bjp suppos sinc even ec bjp alli,1
15101,watch pm modi narrat hilari stori deal vip cultur via namo app,1
15103,comrad salimdotcomrad start elect campaign raiganj uttardinajpur call defeat bjp allianc increas strength cpim left ensur format altern secular govern center voteleft,1
15105,worri bjp compet nota ap,1
15106,bestmodispeech nda govern chang work cultur nation pm modi lok sabha,1
15109,anunknownindia smritiirani modi last time india achiev doubledigit growth manmohan singh year accord figur revis iron prime minist modi govern to make econom manag look good modinom econom india ko ullu banaw,1
15110,must read existenti danger kashmir face bjp disturb,0
15111,indian air forc chief india s kargil victori call modi govern s rafal deal masterstrok,1
15112,develop across length amp breadth india giant roar terror uplift poor amp middl class peopl bold decis better economi afford health care amp medicin mani gift india modi led goi phirekbaarmodisarkar,1
15113,think elect commiss bjp joint effort,1
15114,india seen much low amp cheap polit opposit rahul gandhi yet behaviour disgrac modi ji befit answer pakistan amp terror injur indian opposit well describ articlemust read indianexpress,0
15115,rahul went nirav modi exhibit next day allahabad bank approv loan bjp counter cong jibe via dna web team,1
15116,rajkumaarpandey type cheap statement make strong confid vote modi ji,1
15117,state dd channel brought satellit footprint pm modi via namo app,1
15118,golden opportun hand throw admk amp bjp day april let us make god sake elect,1
15120,beindiya joke govt is bjps time out jeethogisachki,1
15121,uk home indian scamster nadeem saifi lalit modi vijay mallya now nirav modi also london peopl india sought polit asylum britain sinc crimin though what is use extradit treati uk,1
15122,corridor power close corrupt middlemen crackdown bjp govern time unit corrupt maha milawat allianc phirekbaarmodisarkar,1
15123,stop war win elect narendramodi bjpindia merakisankyunnahimazboot vikaskajumla warmongermodi pratimasinghaligarh trollsangh aasuchicongress theunusualgift aa bjp,0
15127,break million indian cast vote april may decid whether prime minist modi get second term,1
15128,appli emperor modi pm never could dictat tyrant,1
15129,ikrunalgodabjp death peopl die forget them pramodji live heart everi bjp karyakarta like ador him speech amp forev,0
15131,abp news cvoter give nda mgb upa bjp seem lose heavili despit current posit wave due balakot air strike nda talli surg back dip may yrdeshmukh umangmisra,0
15134,might curious know total amount donat pm modi sinc becam india s prime minist list publish twitter pmoindia modi,1
15135,waglenikhil nikhil ji altern nobodi like vote mahagathbandhan noth bunch dynasti indian want vote except sold peopl like you ground realiti modi time,1
15136,uttar pradesh fair nationalist state balakot bjp trend state take bjp phirekbaarmodisarkar loksabhaelect electioncommiss,1
15137,cr harish modi oct viviandsena admir harish modi set meiej viviandsena vdthrowback indiantellyaward indiantellyaward,1
15138,india whole suffer econom mismanag modi govt karnataka continu stand record fdi inflow nammarahul gandhi,0
15139,mood nation bjp form next govern much bigger major biggest loser region parti nation polit peopl want strong govern center,1
15140,mahimashastri vote modi ji sabka saath sabka vikaa zero corruptionscam strengthen poor peopl farmer india phirekbaarmodisarkar loksabhaelect teamnamobrigad,0
15142,bjp cross seat that s simpl math polit pandit can t calcul,1
15146,watch pm modi narrat hilari stori deal vip cultur teamnamobrigad via namo app,1
15148,biggest econom failur part pm modi undoubt demonetis disast modi initi claim tackl black money terror fund fake note quick becam cashless push eulog digit india jhoothbolekauaka,0
15149,addit even gst rollout hasti budget extravag claim global rank front bjp question inequ gap widen protection creep way back india jhoothbolekauaka,1
15150,good morn friend rss swayamsevak set target ensur maximum vote mahamilawatbandhan misadventur vote share transfer quell ground support move in modi air support start let us carpet bomb cong mukt bharat,1
15152,modi modi govern get plus seat modi govern uttar pradesh,1
15153,rahul gandhi accord modi loot india u ur mother roam bail ur properti billion wherea pm famili live middl class life modi,1
15157,decis taken singl hand danteshwari madam call modi monarch decis taken parti consent danteshwari say vajpaye ji never brain danteshwari need go dentist amp psychiatrist simultan,1
15158,open letter honbl pnarendramodi pmoindia amitshah amitshahoffic mlkhattar cmohri vipulgoelbjp httweet htgurgaon toigurgaon toijjoseph toisarora tehalkaharyana jagrannew hted saveaura indiatoday indiavscorrupt republ,1
15161,truthvshyp pm modi inaugur spree ahead elect watch full show here,1
15164,rt modi like raga electioncommiss loksabhaelect,1
15168,hope bjprss leader make idiot statement elect bag focus core messag strong leadership smart elect manag pleas hindu muslim cow anythingpleas,1
15170,phirekbaarmodisarkar sum total upbiharorissabeng r key bjpindia modi pmoindia namopm narendramodiin amitshah,1
15171,donat bjp contribut toward namoagain now via namo app,1
15175,ashiquot lump lard dr manish chibber becam self appoint neta famili hijack passeng woman group scream desh jay bhaad mein famili today cud abv do modi ofcours wud hv differ,0
15176,pm kisan samman nidhi bring substant benefit india s farmer long term comprehens effort farmer welfar pm modi,1
15178,rahul rahul gandhi hit pm modi pictur nation secur advisor ajit doval hand masood azhar pakistan spoke public meet karnataka congress rahul gandhi narendramodi bjp ajitdov masoodazhar india pakistan,1
15179,cr voter vote bjp calcul say bjp cross seat mark easili loksabha elect,1
15181,imagin go elect issu like pink circl old photo opposit absolut noth noth modi,1
15182,demonitaz big polici failur modi one evid get unfold aipcmaha profcong aipcpunenorth iyc incindia rbi say data demonetis rs note use petrol pump,1
15183,bihar man say vote pm modi wed gift daughter invit goe viral via namo app,1
15188,violat ec guidelin alreadi begun ahead lok sabha elect iaf wing command abhinandan photograph found place vivid next pm modi larg hoard singhalnayanika report reporterdiari,1
15190,amitshah urg peopl bless bjp lok sabha poll read electionswithtim loksabhaelect electioncommiss,1
